DEgene_symbol	DEdisease	DEdatabase_ID
MAST2	Breast_cancer	DE_00995
MAST2	Breast_cancer	DE_00995
MAST2	Breast_cancer	DE_00995
JUN,JUN	Colorectal_cancer,Colorectal_cancer	DE_00185,DE_00186
JUN,JUN	Colorectal_cancer,Colorectal_cancer	DE_00185,DE_00186
PDE4B	Acute_lymphoblastic_leukemia	DE_01013
ATAD3B	Breast_cancer	DE_00997
ATAD3B	Breast_cancer	DE_00997
GFI1	Multiple_sclerosis	DE_00438
ATAD3B	Breast_cancer	DE_00997
ATAD3B	Breast_cancer	DE_00997
GCLM	Myocardial_infarction	DE_00240
RP11_490G2.2	Schizophrenia	DE_00440
LBX1	Adolescent_idiopathic_scoliosis	DE_00433
NT5C2	Schizophrenia	DE_00583
TCF7L2	Type-2_diabetes	DE_00642
TCF7L2	Type-2_diabetes	DE_00642
TCF7L2	Type-2_diabetes	DE_00451
CAMK1D/CDC123	Type-2_diabetes	DE_00434
CAMK1D/CDC123	Type-2_diabetes	DE_00434
FGFR2/FGER2	Breast_cancer	DE_00538
FGFR2/FGER2	Breast_cancer	DE_00538
FGFR2/FGER2	Breast_cancer	DE_00538
FGFR2/FGER2	Breast_cancer	DE_00538
FGFR2/FGER2	Breast_cancer	DE_00538
FGFR2/FGER2	Breast_cancer	DE_00538
UROS	Porphyria	DE_00030
PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A	Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis	DE_00031,DE_00033,DE_00032,DE_00034,DE_00035,DE_00037,DE_00036
PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A	Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis	DE_00031,DE_00033,DE_00032,DE_00034,DE_00035,DE_00037,DE_00036
PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A	Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis	DE_00031,DE_00033,DE_00032,DE_00034,DE_00035,DE_00037,DE_00036
PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A	Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis	DE_00031,DE_00033,DE_00032,DE_00034,DE_00035,DE_00037,DE_00036
PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A	Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis	DE_00031,DE_00033,DE_00032,DE_00034,DE_00035,DE_00037,DE_00036
PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A	Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis	DE_00031,DE_00033,DE_00032,DE_00034,DE_00035,DE_00037,DE_00036
PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A,PTF1A	Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Pancreatic_agenesis,Isolated_pancreatic_agenesis,Pancreatic_agenesis	DE_00031,DE_00033,DE_00032,DE_00034,DE_00035,DE_00037,DE_00036
ANKRD26	Thrombocytopaenia_2	DE_00038
RET	Hirschsprung_disease	DE_00516
RET	Hirschsprung_disease	DE_00516
RET	Hirschsprung_disease	DE_00609
RET,RET,RET	Hirschsprung_disease,Hirschsprung_disease,Hirschsprung_disease	DE_00039,DE_00513,DE_00002
RET,RET,RET	Hirschsprung_disease,Hirschsprung_disease,Hirschsprung_disease	DE_00039,DE_00513,DE_00002
RET,RET,RET	Hirschsprung_disease,Hirschsprung_disease,Hirschsprung_disease	DE_00039,DE_00513,DE_00002
AGAP7P	Prostate_cancer	DE_00562
MSMB/AGAP7P	Prostate_cancer	DE_00040
MBL2	Mannose-binding_protein_deficiency	DE_00041
MBL2	Mannose-binding_protein_deficiency	DE_00041
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA,IL2RA,IL2RA,IL2RA/PFKFB3,IL2RA,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Acute_lymphoblastic_leukemia,Autoimmune_disease,Crohns_disease,Multiple_sclerosis,Type-1_diabetes,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00458,DE_00437,DE_01039,DE_00540,DE_01040,DE_00541,DE_00545,DE_00544,DE_00543,DE_00542
IL2RA/PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Multiple_sclerosis,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00610,DE_00614,DE_00615,DE_00611,DE_00612,DE_00613
IL2RA/PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Multiple_sclerosis,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00610,DE_00614,DE_00615,DE_00611,DE_00612,DE_00613
IL2RA/PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Multiple_sclerosis,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00610,DE_00614,DE_00615,DE_00611,DE_00612,DE_00613
IL2RA/PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Multiple_sclerosis,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00610,DE_00614,DE_00615,DE_00611,DE_00612,DE_00613
IL2RA/PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Multiple_sclerosis,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00610,DE_00614,DE_00615,DE_00611,DE_00612,DE_00613
IL2RA/PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Multiple_sclerosis,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00610,DE_00614,DE_00615,DE_00611,DE_00612,DE_00613
IL2RA/PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3,PFKFB3	Multiple_sclerosis,Celiac_disease,Crohn_disease,Lupus,Rheumatoid_arthritis,Ulcerative_colitis	DE_00610,DE_00614,DE_00615,DE_00611,DE_00612,DE_00613
ADO,ADO,ADO,ADO,ADO,ADO	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00422,DE_00424,DE_00425,DE_00421,DE_00426,DE_00423
ADO,ADO,ADO,ADO,ADO,ADO	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00422,DE_00424,DE_00425,DE_00421,DE_00426,DE_00423
ADO,ADO,ADO,ADO,ADO,ADO	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00422,DE_00424,DE_00425,DE_00421,DE_00426,DE_00423
ADO,ADO,ADO,ADO,ADO,ADO	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00422,DE_00424,DE_00425,DE_00421,DE_00426,DE_00423
ADO,ADO,ADO,ADO,ADO,ADO	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00422,DE_00424,DE_00425,DE_00421,DE_00426,DE_00423
ADO,ADO,ADO,ADO,ADO,ADO	Celiac_disease,Crohn_disease,Lupus,Multiple_sclerosis,Rheumatoid_arthritis,Ulcerative_colitis	DE_00422,DE_00424,DE_00425,DE_00421,DE_00426,DE_00423
PTEN,PTEN,PTEN	Cowden_disease,Cowden_disease,Cowden_disease	DE_00057,DE_00058,DE_00059
PTEN,PTEN,PTEN	Cowden_disease,Cowden_disease,Cowden_disease	DE_00057,DE_00058,DE_00059
PTEN,PTEN,PTEN	Cowden_disease,Cowden_disease,Cowden_disease	DE_00057,DE_00058,DE_00059
IL-18	Bronchial_asthma	DE_00584
HTR3A	Bipolar_affective_disorder	DE_00074
SLC37A4	Sudden_infant_death_syndrome	DE_00075
HMBS	Porphyria	DE_00076
NRGN	Schizophrenia	DE_00077
H19	Silver-russell_syndrome	DE_00080
INS	Type-2_diabetes	DE_00081
Pgl3	Hypertension	DE_00501
TH	Tyrosine_hydroxylase_deficiency	DE_00082
TH	Tyrosine_hydroxylase_deficiency	DE_00082
TH	Tyrosine_hydroxylase_deficiency	DE_00082
KCNQ1	Type-2_diabetes	DE_00482
SLC1A2	Progressing_stroke	DE_00084
HBB,HBB,HBB	Thalassaemia,Thalassaemia,Thalassaemia	DE_00086,DE_00087,DE_00085
HBB,HBB	Thalassaemia,Thalassaemia	DE_00086,DE_00087
HBB,HBB	Thalassaemia,Thalassaemia	DE_00086,DE_00087
HBD	Thalassaemia	DE_00088
HBD	Thalassaemia	DE_00088
HBG1/HBG2	Hereditary_persistence_of_foetal_haemoglobin	DE_00089
HBG1/HBG2	Hereditary_persistence_of_foetal_haemoglobin	DE_00089
HBG1/HBG2	Hereditary_persistence_of_foetal_haemoglobin	DE_00089
HBG1/HBG2	Hereditary_persistence_of_foetal_haemoglobin	DE_00089
HBG1/HBG2	Hereditary_persistence_of_foetal_haemoglobin	DE_00089
HBG1/HBG2	Hereditary_persistence_of_foetal_haemoglobin	DE_00089
CCND1	Renal_cancer	DE_00643
CCND1	Renal_cancer	DE_00616
CCND1,CCND1	Breast_cancer,Renal_cancer	DE_00101,DE_00274
CCND1,CCND1	Breast_cancer,Breast_cancer	DE_00116,DE_00117
CCND1,CCND1	Breast_cancer,Breast_cancer	DE_00116,DE_00117
UCP2	Obesity	DE_00126
LMO1	Neuroblastoma	DE_00502
LMO1	Acute_lymphoblastic_leukemia	DE_00128
SERCA2B	Colorectal_cancer	DE_00133
TBX5,TBX5	Holt-oram_syndrome,Isolated_congenital_heart_defect	DE_00135,DE_00134
TBX5,TBX5	Holt-oram_syndrome,Isolated_congenital_heart_defect	DE_00135,DE_00134
ETV6	Colorectal_cancer	DE_00505
HNF1A	Type-2_diabetes	DE_00139
HNF1A	Type-2_diabetes	DE_00140
ATP7IP	Breast_cancer	DE_01008
CACNA1C,CACNA1C	Bipolar_disorder,Schizophrenia	DE_00571,DE_00452
CACNA1C,CACNA1C	Bipolar_disorder,Schizophrenia	DE_00571,DE_00452
CACNA1C,CACNA1C	Bipolar_disorder,Schizophrenia	DE_00571,DE_00452
CACNA1C,CACNA1C	Bipolar_disorder,Schizophrenia	DE_00571,DE_00452
BHLHE41	Renal_cancer	DE_00617
KDM5A/CCDC77/LOC100288778	Chronic_kidney_disease	DE_01005
HOTAIR	Esophageal_carcinoma	DE_00655
LRP1	Abdominal_aortic_aneurysm	DE_00477
CYP27B1	Multiple_sclerosis	DE_00454
TSPAN31/CYP27B1/TSFM/AVIL/FAM119B	Multiple_sclerosis	DE_00429
TNFRSF1A	Multiple_sclerosis	DE_00492
IRAK3	Acute_lung_injury	DE_00146
CLECL1	Multiple_sclerosis	DE_00409
F7	Factor_vii_deficiency	DE_00151
F7	Factor_vii_deficiency	DE_00151
HTR2A	Anorexia_nervosa	DE_00155
ARLTS1	Prostate_cancer	DE_00518
DACH1,DACH1	Cardiovascular_disease,Type-2_diabetes	DE_00471,DE_00470
DACH1,DACH1	Cardiovascular_disease,Type-2_diabetes	DE_00471,DE_00470
FOXG1	Neuropsychiatric_disorders	DE_00439
BMP4	Colorectal_cancer	DE_00559
SIX6,SIX6	Primary_open-angle_glaucoma,Primary_open-angle_glaucoma	DE_00994,DE_00180
ZFP36L1	Multiple_sclerosis	DE_00574
PSEN1	Alzheimers_disease	DE_00181
BATF	Multiple_sclerosis	DE_00512
GREM1	Orofacial_clefting	DE_00484
BMF	Chronic_lymphocytic_leukemia	DE_00579
ONECUT1	Chronic_kidney_disease	DE_01022
VPS13C	Type-2_diabetes	DE_00618
